# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "../inputs/genomes/RATT/genomes/Newman/genomic.gff3" "-o" "/shares/kouyos.virology.uzh/tdemet/mariane_RNAseq/o39765_results/Newman/featureCounts/R1_NM-III_t12_S2_Newman_counts.txt" "-p" "--countReadPairs" "-s" "2" "-O" "--primary" "-t" "CDS" "-g" "locus_tag" "-T" "8" "/shares/kouyos.virology.uzh/tdemet/mariane_RNAseq/o39765_results/Newman/bowtie2/R1_NM-III_t12_S2.bam" 
Geneid	Chr	Start	End	Strand	Length	/shares/kouyos.virology.uzh/tdemet/mariane_RNAseq/o39765_results/Newman/bowtie2/R1_NM-III_t12_S2.bam
NWMN_0974	AP009351.1	1080371	1082218	+	1848	132
NWMN_0975	AP009351.1	1082358	1082525	-	168	19
NWMN_0976	AP009351.1	1082527	1083009	-	483	25
NWMN_0977	AP009351.1	1083150	1083425	+	276	80
NWMN_0978	AP009351.1	1083739	1084965	+	1227	46
NWMN_0979	AP009351.1	1085501	1088971	+	3471	237
NWMN_0980	AP009351.1	1089111	1090181	-	1071	125
NWMN_0981	AP009351.1	1090462	1091373	+	912	162
NWMN_0982	AP009351.1	1091398	1091859	+	462	48
NWMN_0983	AP009351.1	1092186	1093223	+	1038	58
NWMN_0984	AP009351.1	1093736	1094662	-	927	30
NWMN_0985	AP009351.1	1094901	1095155	+	255	5
NWMN_0986	AP009351.1	1095158	1095547	-	390	1
NWMN_0987	AP009351.1	1095617	1096159	+	543	14
NWMN_0988	AP009351.1	1096161	1096643	+	483	16
NWMN_0989	AP009351.1	1096705	1097892	-	1188	5
NWMN_0990	AP009351.1	1097971	1098528	+	558	193
NWMN_0991	AP009351.1	1098608	1098781	+	174	110
NWMN_0992	AP009351.1	1098898	1100283	-	1386	14
NWMN_0993	AP009351.1	1100551	1101483	-	933	41
NWMN_0994	AP009351.1	1101519	1102238	-	720	22
NWMN_0995	AP009351.1	1102614	1103402	+	789	42
NWMN_0996	AP009351.1	1104478	1104795	+	318	10
NWMN_0997	AP009351.1	1104800	1105060	+	261	6
NWMN_0998	AP009351.1	1105075	1105554	+	480	8
NWMN_0999	AP009351.1	1105554	1106327	+	774	20
NWMN_1000	AP009351.1	1106357	1106908	+	552	26
NWMN_1001	AP009351.1	1106921	1107592	+	672	31
NWMN_1002	AP009351.1	1107698	1108555	-	858	323
NWMN_1003	AP009351.1	1108620	1109390	+	771	11
NWMN_1004	AP009351.1	1109400	1110179	+	780	24
NWMN_1005	AP009351.1	1110575	1110982	+	408	10
NWMN_1006	AP009351.1	1111168	1111527	+	360	13
NWMN_1007	AP009351.1	1111527	1111781	+	255	11
NWMN_1008	AP009351.1	1111772	1112029	+	258	8
NWMN_1009	AP009351.1	1112044	1112445	+	402	15
NWMN_1010	AP009351.1	1112633	1113082	+	450	15
NWMN_1011	AP009351.1	1113079	1113363	+	285	15
NWMN_1012	AP009351.1	1113597	1114133	+	537	28
NWMN_1013	AP009351.1	1114880	1115302	+	423	28
NWMN_1014	AP009351.1	1115489	1115929	+	441	15
NWMN_1015	AP009351.1	1115916	1117193	+	1278	9
NWMN_1016	AP009351.1	1117204	1118739	+	1536	22
NWMN_1017	AP009351.1	1118746	1119741	+	996	18
NWMN_1018	AP009351.1	1120119	1120733	+	615	28
NWMN_1019	AP009351.1	1120747	1121721	+	975	26
NWMN_1020	AP009351.1	1121743	1122030	+	288	13
NWMN_1021	AP009351.1	1122039	1122371	+	333	11
NWMN_1022	AP009351.1	1122368	1122670	+	303	12
NWMN_1023	AP009351.1	1122667	1123017	+	351	12
NWMN_1024	AP009351.1	1123029	1123412	+	384	9
NWMN_1025	AP009351.1	1123431	1124012	+	582	14
NWMN_1026	AP009351.1	1124075	1124440	+	366	4
NWMN_1027	AP009351.1	1124470	1124814	+	345	4
NWMN_1028	AP009351.1	1124831	1128295	+	3465	49
NWMN_1029	AP009351.1	1128308	1129255	+	948	16
NWMN_1030	AP009351.1	1129264	1131165	+	1902	17
NWMN_1031	AP009351.1	1131180	1133090	+	1911	24
NWMN_1032	AP009351.1	1133090	1134913	+	1824	11
NWMN_1033	AP009351.1	1134904	1135290	+	387	6
NWMN_1034	AP009351.1	1135508	1135807	+	300	3
NWMN_1035	AP009351.1	1135944	1137842	+	1899	9
NWMN_1036	AP009351.1	1137855	1139027	+	1173	13
NWMN_1037	AP009351.1	1139024	1139428	+	405	9
NWMN_1038	AP009351.1	1139484	1139921	+	438	3
NWMN_1039	AP009351.1	1139902	1141347	+	1446	34
NWMN_1040	AP009351.1	1142080	1144017	-	1938	3
NWMN_1041	AP009351.1	1144220	1145272	-	1053	1
NWMN_1042	AP009351.1	1145481	1146164	+	684	2
NWMN_1043	AP009351.1	1146164	1147240	+	1077	0
NWMN_1044	AP009351.1	1147237	1148115	+	879	2
NWMN_1045	AP009351.1	1148125	1149093	+	969	4
NWMN_1046	AP009351.1	1149155	1149889	+	735	0
NWMN_1047	AP009351.1	1149908	1150231	+	324	0
NWMN_1048	AP009351.1	1150615	1151355	+	741	34
NWMN_1049	AP009351.1	1151736	1152794	+	1059	55
NWMN_1050	AP009351.1	1152794	1155196	+	2403	344
NWMN_1051	AP009351.1	1155367	1156305	-	939	7
NWMN_1052	AP009351.1	1156561	1156632	+	72	1
NWMN_1053	AP009351.1	1156675	1156941	+	267	18
NWMN_1054	AP009351.1	1156942	1157463	+	522	17
NWMN_1055	AP009351.1	1157536	1159248	+	1713	87
NWMN_1056	AP009351.1	1159258	1161606	+	2349	197
NWMN_1057	AP009351.1	1161779	1162093	+	315	211
NWMN_1058	AP009351.1	1162417	1164198	+	1782	170
NWMN_1059	AP009351.1	1164304	1164453	+	150	125
NWMN_1060	AP009351.1	1164522	1165136	+	615	383
NWMN_1061	AP009351.1	1165188	1166954	+	1767	3132
NWMN_1062	AP009351.1	1166954	1167769	+	816	2072
NWMN_1063	AP009351.1	1168005	1168805	+	801	188
NWMN_1064	AP009351.1	1168817	1169404	+	588	138
NWMN_1065	AP009351.1	1169397	1169900	+	504	145
NWMN_1066	AP009351.1	1170389	1170718	+	330	332
NWMN_1067	AP009351.1	1171087	1171488	-	402	53
NWMN_1068	AP009351.1	1172160	1172666	+	507	2
NWMN_1069	AP009351.1	1172925	1173422	+	498	640
NWMN_1070	AP009351.1	1173576	1173926	+	351	328
NWMN_1071	AP009351.1	1174748	1174933	-	186	4
NWMN_1072	AP009351.1	1175555	1175788	-	234	11
NWMN_1073	AP009351.1	1176265	1177224	-	960	166
NWMN_1074	AP009351.1	1178027	1178224	+	198	10
NWMN_1075	AP009351.1	1178781	1179497	-	717	2
NWMN_1076	AP009351.1	1179605	1180330	-	726	1
NWMN_1077	AP009351.1	1180425	1181150	-	726	4
NWMN_1078	AP009351.1	1181579	1182589	+	1011	120
NWMN_1079	AP009351.1	1182612	1183544	+	933	400
NWMN_1080	AP009351.1	1183716	1185272	+	1557	493
NWMN_1081	AP009351.1	1185423	1185710	-	288	0
NWMN_1082	AP009351.1	1186112	1187059	-	948	4
NWMN_1083	AP009351.1	1187401	1187496	+	96	0
NWMN_1084	AP009351.1	1188408	1188542	+	135	5
NWMN_2620	AP009351.1	1188599	1188733	+	135	5
NWMN_1085	AP009351.1	1188857	1189552	+	696	18
NWMN_1086	AP009351.1	1189661	1190101	-	441	150
NWMN_1087	AP009351.1	1190296	1191909	+	1614	132
NWMN_1088	AP009351.1	1192053	1192484	+	432	309
NWMN_1089	AP009351.1	1192500	1193435	+	936	598
NWMN_1090	AP009351.1	1193449	1193850	+	402	223
NWMN_1091	AP009351.1	1193831	1196065	+	2235	400
NWMN_1092	AP009351.1	1196357	1197322	+	966	40
NWMN_1093	AP009351.1	1197324	1198673	+	1350	105
NWMN_1094	AP009351.1	1198686	1200008	+	1323	167
NWMN_1095	AP009351.1	1200114	1201526	+	1413	601
NWMN_1096	AP009351.1	1201559	1202731	+	1173	1004
NWMN_1097	AP009351.1	1202991	1203782	+	792	30
NWMN_1098	AP009351.1	1203800	1204474	+	675	142
NWMN_1099	AP009351.1	1204471	1205034	+	564	218
NWMN_1100	AP009351.1	1205046	1205336	+	291	22
NWMN_1101	AP009351.1	1205419	1206225	+	807	50
NWMN_1102	AP009351.1	1206249	1206866	+	618	162
NWMN_1103	AP009351.1	1207087	1209840	+	2754	144
NWMN_1104	AP009351.1	1209938	1210090	+	153	1
NWMN_1105	AP009351.1	1210130	1210927	+	798	14
NWMN_1106	AP009351.1	1210988	1211197	-	210	0
NWMN_1107	AP009351.1	1211751	1212242	+	492	4
NWMN_1108	AP009351.1	1212242	1213159	+	918	37
NWMN_1109	AP009351.1	1213559	1214086	+	528	33
NWMN_1110	AP009351.1	1214304	1215611	+	1308	42
NWMN_1111	AP009351.1	1215639	1216520	+	882	33
NWMN_1112	AP009351.1	1216538	1217812	+	1275	104
NWMN_1113	AP009351.1	1217814	1218914	+	1101	108
NWMN_1114	AP009351.1	1218907	1222080	+	3174	314
NWMN_1115	AP009351.1	1222190	1222882	+	693	88
NWMN_1116	AP009351.1	1222882	1223493	+	612	65
NWMN_1117	AP009351.1	1223523	1223735	+	213	30
NWMN_1118	AP009351.1	1224172	1224573	+	402	47
NWMN_1119	AP009351.1	1224836	1226533	-	1698	74
NWMN_1120	AP009351.1	1226808	1227431	+	624	79
NWMN_1121	AP009351.1	1227865	1229064	+	1200	56
NWMN_1122	AP009351.1	1229064	1231472	+	2409	122
NWMN_1123	AP009351.1	1231978	1232931	+	954	11
NWMN_1124	AP009351.1	1233094	1233297	-	204	618
NWMN_1125	AP009351.1	1233596	1234084	+	489	18
NWMN_1126	AP009351.1	1234077	1235012	+	936	49
NWMN_1127	AP009351.1	1235009	1236316	+	1308	44
NWMN_1128	AP009351.1	1236319	1237413	+	1095	64
NWMN_1129	AP009351.1	1237420	1238163	+	744	29
NWMN_1130	AP009351.1	1238160	1240154	+	1995	115
NWMN_1131	AP009351.1	1240382	1241257	+	876	27
NWMN_1132	AP009351.1	1241258	1241902	+	645	33
NWMN_1133	AP009351.1	1241909	1242550	+	642	34
NWMN_1134	AP009351.1	1242931	1243119	-	189	2503
NWMN_1135	AP009351.1	1243562	1243936	+	375	65
NWMN_1136	AP009351.1	1243951	1245597	+	1647	286
NWMN_1137	AP009351.1	1245787	1247847	+	2061	81
NWMN_1138	AP009351.1	1248050	1248622	+	573	53
NWMN_1139	AP009351.1	1248627	1249613	+	987	170
NWMN_1140	AP009351.1	1249606	1250532	+	927	193
NWMN_1141	AP009351.1	1250525	1251259	+	735	210
NWMN_1142	AP009351.1	1251502	1251735	+	234	228
NWMN_1143	AP009351.1	1251851	1252582	+	732	23
NWMN_1144	AP009351.1	1252729	1256295	+	3567	102
NWMN_1145	AP009351.1	1256295	1257545	+	1251	140
NWMN_1146	AP009351.1	1257532	1257864	+	333	32
NWMN_1147	AP009351.1	1257890	1259257	+	1368	463
NWMN_1148	AP009351.1	1259692	1259967	+	276	54
NWMN_1149	AP009351.1	1260155	1260658	+	504	7
NWMN_1150	AP009351.1	1260658	1261395	+	738	20
NWMN_1151	AP009351.1	1261498	1261848	+	351	230
NWMN_1152	AP009351.1	1262092	1264698	-	2607	20
NWMN_1153	AP009351.1	1265099	1265983	+	885	14
NWMN_1154	AP009351.1	1265967	1266734	+	768	17
NWMN_1155	AP009351.1	1266843	1268009	+	1167	1166
NWMN_1156	AP009351.1	1268031	1268939	+	909	1444
NWMN_1157	AP009351.1	1269133	1270284	+	1152	3
NWMN_1158	AP009351.1	1270312	1271556	+	1245	3
NWMN_1159	AP009351.1	1271729	1272601	+	873	2
NWMN_1160	AP009351.1	1272775	1274850	+	2076	109
NWMN_1161	AP009351.1	1275006	1276313	+	1308	75
NWMN_1162	AP009351.1	1276730	1277626	+	897	122
NWMN_1163	AP009351.1	1277623	1278168	+	546	155
NWMN_1164	AP009351.1	1278234	1279637	+	1404	331
NWMN_1165	AP009351.1	1279662	1280435	+	774	201
NWMN_1166	AP009351.1	1280777	1281544	+	768	281
NWMN_1167	AP009351.1	1281726	1282607	+	882	362
NWMN_1168	AP009351.1	1282690	1283466	+	777	74
NWMN_1169	AP009351.1	1283485	1284039	+	555	130
NWMN_1170	AP009351.1	1284412	1285182	+	771	18
NWMN_1171	AP009351.1	1285189	1285971	+	783	18
NWMN_1172	AP009351.1	1286208	1287494	+	1287	56
NWMN_1173	AP009351.1	1287514	1289217	+	1704	108
NWMN_1174	AP009351.1	1289475	1293791	+	4317	264
NWMN_1175	AP009351.1	1294081	1294548	+	468	138
NWMN_1176	AP009351.1	1294569	1295744	+	1176	270
NWMN_1177	AP009351.1	1296046	1296363	+	318	67
NWMN_1178	AP009351.1	1296368	1298485	+	2118	647
NWMN_1179	AP009351.1	1298829	1299221	+	393	39
NWMN_1180	AP009351.1	1299390	1300307	+	918	30
NWMN_1181	AP009351.1	1300322	1301293	+	972	117
NWMN_1182	AP009351.1	1301408	1301677	+	270	422
NWMN_1183	AP009351.1	1302047	1304143	+	2097	255
NWMN_1184	AP009351.1	1304379	1306052	+	1674	377
NWMN_1185	AP009351.1	1306308	1308677	+	2370	339
NWMN_1186	AP009351.1	1308682	1309395	+	714	59
NWMN_1187	AP009351.1	1309426	1310691	+	1266	12
NWMN_1188	AP009351.1	1310691	1311977	+	1287	38
NWMN_1189	AP009351.1	1311977	1312681	+	705	29
NWMN_1190	AP009351.1	1312786	1313613	+	828	89
NWMN_1191	AP009351.1	1313632	1314024	+	393	45
NWMN_1192	AP009351.1	1314058	1314636	+	579	48
NWMN_1193	AP009351.1	1314863	1316014	+	1152	28
NWMN_1194	AP009351.1	1316179	1317222	+	1044	261
NWMN_1195	AP009351.1	1317576	1319135	+	1560	1112
NWMN_1196	AP009351.1	1319432	1319647	-	216	14
NWMN_1197	AP009351.1	1319821	1320618	+	798	25
NWMN_1198	AP009351.1	1320758	1322518	+	1761	267
NWMN_1199	AP009351.1	1322519	1323385	+	867	210
NWMN_1200	AP009351.1	1323479	1323772	+	294	6
NWMN_1201	AP009351.1	1323906	1325450	+	1545	58
NWMN_1202	AP009351.1	1325451	1325816	+	366	45
NWMN_1203	AP009351.1	1325843	1326334	+	492	41
NWMN_1204	AP009351.1	1326637	1329255	+	2619	31
NWMN_1205	AP009351.1	1329268	1331277	+	2010	30
NWMN_1206	AP009351.1	1331283	1331825	+	543	10
NWMN_1207	AP009351.1	1332290	1333108	+	819	357
NWMN_1208	AP009351.1	1333237	1334733	+	1497	325
NWMN_1209	AP009351.1	1334843	1336564	+	1722	2068
NWMN_1210	AP009351.1	1336714	1337628	+	915	17
NWMN_1211	AP009351.1	1337646	1338581	+	936	32
NWMN_1212	AP009351.1	1338596	1338829	+	234	28
NWMN_1213	AP009351.1	1339051	1339527	-	477	47
NWMN_1214	AP009351.1	1339639	1340877	+	1239	15
NWMN_1215	AP009351.1	1340896	1342134	+	1239	27
NWMN_1216	AP009351.1	1342377	1342745	+	369	113
NWMN_1217	AP009351.1	1342749	1344104	+	1356	574
NWMN_1218	AP009351.1	1345630	1345707	+	78	0
NWMN_1219	AP009351.1	1346001	1346207	+	207	0
NWMN_1220	AP009351.1	1347446	1347631	+	186	1
NWMN_1221	AP009351.1	1348283	1348375	+	93	0
NWMN_1222	AP009351.1	1348376	1348627	+	252	0
NWMN_1223	AP009351.1	1348673	1349257	+	585	0
NWMN_1224	AP009351.1	1349378	1349626	+	249	0
NWMN_1225	AP009351.1	1350731	1351021	+	291	9
NWMN_1226	AP009351.1	1351276	1351617	+	342	0
NWMN_1227	AP009351.1	1351624	1351815	+	192	0
NWMN_1228	AP009351.1	1352364	1353419	-	1056	4
NWMN_1229	AP009351.1	1353655	1353981	-	327	0
NWMN_1230	AP009351.1	1353887	1355395	+	1509	39
NWMN_1231	AP009351.1	1355570	1356478	+	909	0
NWMN_1232	AP009351.1	1356447	1357178	+	732	0
NWMN_1233	AP009351.1	1357182	1358273	+	1092	11
NWMN_1234	AP009351.1	1358270	1358872	+	603	9
NWMN_1235	AP009351.1	1358985	1359173	-	189	0
NWMN_1236	AP009351.1	1359312	1359845	+	534	1
NWMN_1237	AP009351.1	1359988	1360842	-	855	44
NWMN_1238	AP009351.1	1361158	1361748	+	591	11
NWMN_1239	AP009351.1	1361802	1363196	-	1395	5
NWMN_1240	AP009351.1	1363375	1364655	+	1281	118
NWMN_1241	AP009351.1	1364661	1365722	+	1062	106
NWMN_1242	AP009351.1	1365724	1366638	+	915	84
NWMN_1243	AP009351.1	1366696	1367499	+	804	66
NWMN_1244	AP009351.1	1367792	1368106	-	315	27
NWMN_1245	AP009351.1	1368324	1369778	-	1455	68
NWMN_1246	AP009351.1	1369976	1371499	+	1524	899
NWMN_1247	AP009351.1	1371590	1371739	+	150	144
NWMN_1248	AP009351.1	1372193	1372462	+	270	12
NWMN_1249	AP009351.1	1372619	1373596	+	978	14
NWMN_1250	AP009351.1	1373771	1374634	+	864	20
NWMN_1251	AP009351.1	1375014	1375637	-	624	909
NWMN_1252	AP009351.1	1375780	1376013	+	234	2
NWMN_1253	AP009351.1	1376149	1376388	+	240	8
NWMN_1254	AP009351.1	1376509	1378497	+	1989	733
NWMN_1255	AP009351.1	1378727	1379017	+	291	76
NWMN_1256	AP009351.1	1379196	1379663	+	468	11
NWMN_1257	AP009351.1	1379787	1380908	+	1122	7
NWMN_1258	AP009351.1	1380912	1383941	+	3030	16
NWMN_1259	AP009351.1	1383971	1384459	+	489	0
NWMN_1260	AP009351.1	1384012	1384374	-	363	22
NWMN_1261	AP009351.1	1384578	1386224	+	1647	128
NWMN_1262	AP009351.1	1386636	1386827	+	192	2
NWMN_1263	AP009351.1	1387116	1389821	+	2706	1259
NWMN_1264	AP009351.1	1390001	1390468	+	468	42
NWMN_1265	AP009351.1	1390675	1390971	-	297	16
NWMN_1266	AP009351.1	1391347	1391955	-	609	29
NWMN_1267	AP009351.1	1392161	1394152	+	1992	81
NWMN_1268	AP009351.1	1394152	1396554	+	2403	110
NWMN_1269	AP009351.1	1396804	1398264	+	1461	42
NWMN_1270	AP009351.1	1398764	1399615	+	852	4
NWMN_1271	AP009351.1	1399750	1400958	+	1209	96
NWMN_1272	AP009351.1	1401439	1403961	+	2523	84
NWMN_1273	AP009351.1	1404164	1404673	-	510	35
NWMN_1274	AP009351.1	1404810	1405793	+	984	46
NWMN_1275	AP009351.1	1405881	1406069	-	189	171
NWMN_1276	AP009351.1	1406214	1407476	+	1263	13
NWMN_1277	AP009351.1	1407613	1408704	-	1092	17
NWMN_1278	AP009351.1	1408869	1409900	+	1032	119
NWMN_1279	AP009351.1	1410392	1411798	+	1407	2
NWMN_1280	AP009351.1	1411795	1412361	+	567	1
NWMN_1281	AP009351.1	1412367	1413365	+	999	3
NWMN_1282	AP009351.1	1413367	1414149	+	783	2
NWMN_1283	AP009351.1	1414146	1414781	+	636	1
NWMN_1284	AP009351.1	1414774	1415988	+	1215	9
NWMN_1285	AP009351.1	1415981	1416709	+	729	7
NWMN_1286	AP009351.1	1417031	1418293	+	1263	195
NWMN_1287	AP009351.1	1418312	1419571	+	1260	448
NWMN_1288	AP009351.1	1420254	1421021	+	768	8
NWMN_1289	AP009351.1	1421069	1421542	-	474	44
NWMN_1290	AP009351.1	1421666	1422367	-	702	38
NWMN_1291	AP009351.1	1422360	1423133	-	774	12
NWMN_1292	AP009351.1	1423120	1423950	-	831	4
NWMN_1293	AP009351.1	1423943	1424929	-	987	4
NWMN_1294	AP009351.1	1425233	1425577	-	345	1
NWMN_1295	AP009351.1	1425782	1427596	+	1815	39
NWMN_1296	AP009351.1	1427736	1428377	-	642	3
NWMN_1297	AP009351.1	1428384	1429235	-	852	3
NWMN_1298	AP009351.1	1429282	1430199	-	918	4
NWMN_1299	AP009351.1	1430201	1431127	-	927	1
NWMN_1300	AP009351.1	1431318	1432301	-	984	3
NWMN_1301	AP009351.1	1432841	1433137	+	297	0
NWMN_1302	AP009351.1	1433273	1434175	-	903	162
NWMN_1303	AP009351.1	1434322	1435923	+	1602	50
NWMN_1304	AP009351.1	1436783	1437988	+	1206	10
NWMN_1305	AP009351.1	1438052	1439041	+	990	14
NWMN_1306	AP009351.1	1439043	1439930	+	888	21
NWMN_1307	AP009351.1	1439927	1440649	+	723	12
NWMN_1308	AP009351.1	1440676	1441395	+	720	13
NWMN_1309	AP009351.1	1441538	1442689	+	1152	5
NWMN_1310	AP009351.1	1442694	1443779	+	1086	13
NWMN_1311	AP009351.1	1443769	1445034	+	1266	50
NWMN_1312	AP009351.1	1445274	1445675	-	402	0
NWMN_1313	AP009351.1	1445872	1446072	-	201	370
NWMN_1314	AP009351.1	1446243	1446551	-	309	26
NWMN_1315	AP009351.1	1446705	1446983	+	279	56
NWMN_1316	AP009351.1	1447002	1447631	+	630	67
NWMN_1317	AP009351.1	1447660	1448799	+	1140	149
NWMN_1318	AP009351.1	1448855	1449049	-	195	0
NWMN_1319	AP009351.1	1449067	1449459	-	393	0
NWMN_1320	AP009351.1	1449812	1451155	-	1344	11
NWMN_1321	AP009351.1	1451380	1453266	-	1887	44
NWMN_1322	AP009351.1	1453280	1454071	-	792	21
NWMN_1323	AP009351.1	1454252	1454455	-	204	79
NWMN_1324	AP009351.1	1454484	1455293	-	810	345
NWMN_1325	AP009351.1	1455873	1457141	-	1269	1628
NWMN_1326	AP009351.1	1457155	1459953	-	2799	2697
NWMN_1327	AP009351.1	1460237	1461592	-	1356	61
NWMN_1328	AP009351.1	1461589	1462248	-	660	63
NWMN_1329	AP009351.1	1463035	1463649	-	615	23
NWMN_1330	AP009351.1	1463666	1464736	-	1071	36
NWMN_1331	AP009351.1	1464748	1465257	-	510	12
NWMN_1332	AP009351.1	1465657	1467147	-	1491	44
NWMN_1333	AP009351.1	1467560	1468060	-	501	355
NWMN_1334	AP009351.1	1468072	1468500	-	429	222
NWMN_1335	AP009351.1	1468493	1469026	-	534	341
NWMN_1336	AP009351.1	1469112	1469951	-	840	87
NWMN_1337	AP009351.1	1469966	1470445	-	480	95
NWMN_1338	AP009351.1	1470645	1471601	-	957	66
NWMN_1339	AP009351.1	1472025	1472462	-	438	50
NWMN_1340	AP009351.1	1472478	1473602	-	1125	112
NWMN_1341	AP009351.1	1473640	1473891	-	252	33
NWMN_1342	AP009351.1	1474342	1475046	+	705	7
NWMN_1343	AP009351.1	1475587	1475988	+	402	0
NWMN_1344	AP009351.1	1476047	1486435	-	10389	324
NWMN_1345	AP009351.1	1486448	1507543	-	21096	230
NWMN_1346	AP009351.1	1507941	1509332	-	1392	83
NWMN_1347	AP009351.1	1509489	1510811	-	1323	214
NWMN_1348	AP009351.1	1510842	1511882	-	1041	293
NWMN_1349	AP009351.1	1511977	1513095	-	1119	87
NWMN_1350	AP009351.1	1513570	1514448	-	879	30
NWMN_1351	AP009351.1	1514468	1517908	-	3441	66
NWMN_1352	AP009351.1	1518212	1519552	+	1341	9
NWMN_1353	AP009351.1	1519758	1520090	-	333	12
NWMN_1354	AP009351.1	1520174	1521319	-	1146	53
NWMN_1355	AP009351.1	1521753	1521869	-	117	4245
NWMN_1356	AP009351.1	1521970	1522314	-	345	161
NWMN_1357	AP009351.1	1522328	1522891	-	564	260
NWMN_1358	AP009351.1	1522884	1523234	-	351	56
NWMN_1359	AP009351.1	1523289	1523468	-	180	0
NWMN_1360	AP009351.1	1523723	1524400	+	678	229
NWMN_1361	AP009351.1	1524397	1526580	+	2184	908
NWMN_1362	AP009351.1	1527146	1527487	-	342	36
NWMN_1363	AP009351.1	1527492	1528151	-	660	123
NWMN_1364	AP009351.1	1528141	1528827	-	687	57
NWMN_1365	AP009351.1	1529155	1530447	-	1293	120
NWMN_1366	AP009351.1	1530769	1533462	-	2694	70
NWMN_1367	AP009351.1	1533486	1534457	-	972	29
NWMN_1368	AP009351.1	1534444	1535646	-	1203	39
NWMN_1369	AP009351.1	1535651	1536793	-	1143	46
NWMN_1370	AP009351.1	1537034	1537396	-	363	16
NWMN_1371	AP009351.1	1537688	1538395	-	708	799
NWMN_1372	AP009351.1	1538440	1539027	-	588	6
NWMN_1373	AP009351.1	1539017	1539592	-	576	6
NWMN_1374	AP009351.1	1539606	1540850	-	1245	51
NWMN_1375	AP009351.1	1540857	1542155	-	1299	40
NWMN_1376	AP009351.1	1542165	1543229	-	1065	13
NWMN_1377	AP009351.1	1543255	1544421	-	1167	10
NWMN_1378	AP009351.1	1545215	1545664	-	450	31
NWMN_1379	AP009351.1	1545756	1546724	-	969	69
NWMN_1380	AP009351.1	1546717	1547442	-	726	48
NWMN_1381	AP009351.1	1547445	1548017	-	573	11
NWMN_1382	AP009351.1	1548448	1548720	-	273	1377
NWMN_1383	AP009351.1	1548891	1549889	-	999	75
NWMN_1384	AP009351.1	1549906	1551216	-	1311	95
NWMN_1385	AP009351.1	1551438	1552613	-	1176	819
NWMN_1386	AP009351.1	1553325	1553984	-	660	26
NWMN_1387	AP009351.1	1554061	1555029	+	969	6
NWMN_1388	AP009351.1	1555144	1556130	-	987	51
NWMN_1389	AP009351.1	1556532	1557992	-	1461	928
NWMN_1390	AP009351.1	1558145	1559524	-	1380	52
NWMN_1391	AP009351.1	1559514	1560467	-	954	8
NWMN_1392	AP009351.1	1560575	1560823	+	249	31
NWMN_1393	AP009351.1	1560929	1561474	-	546	68
NWMN_1394	AP009351.1	1562071	1562985	-	915	5
NWMN_1395	AP009351.1	1563199	1564077	-	879	1
NWMN_1396	AP009351.1	1564195	1565112	-	918	7
NWMN_1397	AP009351.1	1565203	1567365	-	2163	11
NWMN_1398	AP009351.1	1567358	1568287	-	930	10
NWMN_1399	AP009351.1	1568532	1570283	-	1752	305
NWMN_1400	AP009351.1	1570264	1570989	-	726	300
NWMN_1401	AP009351.1	1571122	1571859	-	738	83
NWMN_1402	AP009351.1	1571852	1572394	-	543	39
NWMN_1403	AP009351.1	1572387	1573142	-	756	44
NWMN_1404	AP009351.1	1573210	1573716	+	507	2
NWMN_1405	AP009351.1	1573794	1574681	-	888	45
NWMN_1406	AP009351.1	1574730	1575179	-	450	93
NWMN_1407	AP009351.1	1575284	1575826	-	543	13
NWMN_1408	AP009351.1	1575908	1576816	+	909	48
NWMN_1409	AP009351.1	1577296	1578051	-	756	8
NWMN_1410	AP009351.1	1578193	1579008	+	816	60
NWMN_1411	AP009351.1	1579114	1580034	-	921	14
NWMN_1412	AP009351.1	1580347	1581831	+	1485	219
NWMN_1413	AP009351.1	1582034	1582927	+	894	51
NWMN_1414	AP009351.1	1583010	1584659	-	1650	241
NWMN_1415	AP009351.1	1584675	1585694	-	1020	20
NWMN_1416	AP009351.1	1585888	1586259	-	372	32
NWMN_1417	AP009351.1	1586478	1587884	-	1407	532
NWMN_1418	AP009351.1	1587952	1589085	-	1134	153
NWMN_1419	AP009351.1	1589654	1590634	-	981	39
NWMN_1420	AP009351.1	1590648	1591085	-	438	42
NWMN_1421	AP009351.1	1591436	1592710	-	1275	576
NWMN_1422	AP009351.1	1592723	1593706	-	984	425
NWMN_1423	AP009351.1	1593706	1594698	-	993	451
NWMN_1424	AP009351.1	1594714	1596135	-	1422	245
NWMN_1425	AP009351.1	1596286	1597965	-	1680	93
NWMN_1426	AP009351.1	1597981	1598433	-	453	10
NWMN_1427	AP009351.1	1598865	1599746	-	882	68
NWMN_1428	AP009351.1	1599947	1601284	-	1338	62
NWMN_1429	AP009351.1	1601301	1601690	-	390	24
NWMN_1430	AP009351.1	1601750	1602112	-	363	33
NWMN_1431	AP009351.1	1602127	1603482	-	1356	100
NWMN_1432	AP009351.1	1603482	1603946	-	465	30
NWMN_1433	AP009351.1	1604420	1604977	-	558	185
NWMN_1434	AP009351.1	1605003	1606064	-	1062	70
NWMN_1435	AP009351.1	1606169	1606750	+	582	3
NWMN_1436	AP009351.1	1606764	1606982	+	219	2
NWMN_1437	AP009351.1	1607046	1607876	-	831	45
