locus tag,new locus tag,pan locus tag,pan gene symbol,type,symbol,synonym,product,replicon,strand,start,end,gene length,essential,Gene ID,gene RefSeq,MicrobesOnline,description,protein length,theoretical pI,theoretical MW,GRAVY,TIGRFAM Meta Role,TIGRFAM Main Role,TIGRFAM Sub Role,TIGRFAM function,TIGRFAM,TIGRFAM HMM score,TheSEED,PFAM Accession,PFAM,PFAM description,PFAM clan accession,PFAM clan,PFAM HMM score,interaction partners,PSORTb,DeepLocPro,LocateP,SignalP,transmembrane helices,protein GI,UniProt,protein RefSeq,protein copies per cell,operon,pubmed
NWMN_1030,NWMN_RS05830,SAUPAN001697000,-,CDS,NWMN_1030,,hypothetical protein,chromosome,+,1129264,1131165,1902,unknown,5330634,YP_001332064,3706581,hypothetical protein,633,7.3187,70987.2,-0.452765,,,,,,,,PF24650,TT1_Tal,"Tal, N-terminal tail tube TT1 domain",no clan defined,no clan defined,116.6,,Cytoplasmic,Extracellular,Intracellular,no predicted signal peptide,0,151221242,A0A0H3KC84,YP_001332064,,NWMN_1018 > NWMN_1019 > NWMN_1020 > NWMN_1021 > NWMN_1022 > NWMN_1023 > NWMN_1024 > NWMN_1025 > NWMN_1026 > NWMN_1027 > NWMN_1028 > NWMN_1029 > NWMN_1030 > NWMN_1031 > NWMN_1032 > NWMN_1033 (MicrobesOnline),
NWMN_1031,NWMN_RS05835,SAUPAN001698000,-,CDS,NWMN_1031,,hypothetical protein,chromosome,+,1131180,1133090,1911,unknown,5330635,YP_001332065,3706582,hypothetical protein,636,6.84847,73518,-0.627987,,,,,,,"Cell Wall and Capsule / ""Gram-Positive cell wall components"" / ""Teichoic and lipoteichoic acids biosynthesis"" / ""Putative major teichoic acid biosynthesis protein C""",PF21311,Phage_RBD_prop,Phage 5-bladed beta propeller receptor binding platform domain,CL0143,B_Fructosidase,395.6,,Cytoplasmic,Extracellular,Intracellular,no predicted signal peptide,0,151221243,A0A0H3K839,YP_001332065,,NWMN_1018 > NWMN_1019 > NWMN_1020 > NWMN_1021 > NWMN_1022 > NWMN_1023 > NWMN_1024 > NWMN_1025 > NWMN_1026 > NWMN_1027 > NWMN_1028 > NWMN_1029 > NWMN_1030 > NWMN_1031 > NWMN_1032 > NWMN_1033 (MicrobesOnline),
NWMN_1032,NWMN_RS05840,SAUPAN001699000,-,CDS,NWMN_1032,,hypothetical protein,chromosome,+,1133090,1134913,1824,unknown,5330636,YP_001332066,3706583,hypothetical protein,607,4.50093,66742.3,-0.460461,,,,,,,,PF10651,BppU_N,BppU N-terminal domain,CL0159,E-set,130.8,,no significant prediction,Extracellular,Intracellular,no predicted signal peptide,0,151221244,A0A0H3KFU7,YP_001332066,,NWMN_1018 > NWMN_1019 > NWMN_1020 > NWMN_1021 > NWMN_1022 > NWMN_1023 > NWMN_1024 > NWMN_1025 > NWMN_1026 > NWMN_1027 > NWMN_1028 > NWMN_1029 > NWMN_1030 > NWMN_1031 > NWMN_1032 > NWMN_1033 (MicrobesOnline),
NWMN_1033,NWMN_RS05845,SAUPAN001700000,-,CDS,NWMN_1033,,hypothetical protein,chromosome,+,1134904,1135290,387,unknown,5330637,YP_001332067,3706584,hypothetical protein,128,4.08655,14562.2,-0.717188,,,,,,,,PF11192,DUF2977,Protein of unknown function (DUF2977),no clan defined,no clan defined,104.9,,no significant prediction,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221245,A0A0H3K7J4,YP_001332067,,NWMN_1018 > NWMN_1019 > NWMN_1020 > NWMN_1021 > NWMN_1022 > NWMN_1023 > NWMN_1024 > NWMN_1025 > NWMN_1026 > NWMN_1027 > NWMN_1028 > NWMN_1029 > NWMN_1030 > NWMN_1031 > NWMN_1032 > NWMN_1033 (MicrobesOnline),
NWMN_1034,NWMN_RS05855,SAUPAN001701000,-,CDS,NWMN_1034,,hypothetical protein,chromosome,+,1135508,1135807,300,unknown,5330638,YP_001332068,3706585,hypothetical protein,99,9.03807,12082.8,-0.765657,Genetic information processing,DNA metabolism,Other,MutS2 family protein,TIGR01069,8.3,,PF11166,DUF2951,Protein of unknown function (DUF2951),no clan defined,no clan defined,181.6,,Cytoplasmic Membrane,Cytoplasmic Membrane,Intracellular /TMH start  AFTER 60,no predicted signal peptide,1,151221246,A0A0H3K871,YP_001332068,,no polycistronic organisation predicted,
NWMN_1035,NWMN_RS05860,SAUPAN001702000,-,CDS,NWMN_1035,,phage N-acetylglucosamidase,chromosome,+,1135944,1137842,1899,unknown,5330639,YP_001332069,3706586,phage N-acetylglucosamidase,632,9.77316,71975.1,-0.684335,,,,flagellar rod assembly protein/muramidase FlgJ,TIGR02541,22.5,"Cell Wall and Capsule / ""Cell Wall and Capsule - no subcategory"" / ""Murein Hydrolases"" / ""N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)""; ""Cell Wall and Capsule"" / ""Cell Wall and Capsule - no subcategory"" / ""Recycling of Peptidoglycan Amino Acids"" / ""N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)""; ""Regulation and Cell signaling"" / ""Quorum sensing and biofilm formation"" / ""Biofilm formation in Staphylococcus"" / ""Bifunctional autolysin Atl""; ""Virulence, Disease and Defense"" / ""Adhesion"" / ""Adhesins in Staphylococcus"" / ""Bifunctional autolysin Atl""",PF01832,Glucosaminidase,Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase,CL0037,Lysozyme,50.3,,Extracellular,Extracellular,Intracellular,no predicted signal peptide,0,151221247,A0A0H3KDN2,YP_001332069,,NWMN_1035 > NWMN_1036 > NWMN_1037 (MicrobesOnline),
NWMN_1036,NWMN_RS05865,SAUPAN001703000,-,CDS,NWMN_1036,,phage tail fiber,chromosome,+,1137855,1139027,1173,unknown,5330640,YP_001332070,3706587,phage tail fiber,390,5.17785,43873.2,-0.671795,,,,,,,"Phages, Prophages, Transposable elements, Plasmids / ""Phages, Prophages"" / ""Phage tail fiber proteins"" / ""Tail fiber protein [SA bacteriophages 11, Mu50B]""",PF10651,BppU_N,BppU N-terminal domain,CL0159,E-set,125.1,,Cytoplasmic,Cell wall & surface,Intracellular,no predicted signal peptide,0,151221248,A0A0H3K842,YP_001332070,,NWMN_1035 > NWMN_1036 > NWMN_1037 (MicrobesOnline),
NWMN_1037,NWMN_RS05870,SAUPAN001704000,-,CDS,NWMN_1037,,hypothetical protein,chromosome,+,1139024,1139428,405,unknown,5330641,YP_001332071,3706588,hypothetical protein,134,9.24521,14841.8,-0.340299,,,,,,,,,,,,,,,no significant prediction,Extracellular,Intracellular,no predicted signal peptide,0,151221249,A0A0H3KFV0,YP_001332071,,NWMN_1035 > NWMN_1036 > NWMN_1037 (MicrobesOnline),
NWMN_1038,NWMN_RS05875,SAUPAN001705000,-,CDS,NWMN_1038,,phage holin,chromosome,+,1139484,1139921,438,unknown,5330642,YP_001332072,3706589,phage holin,145,4.52831,15753.5,-0.310345,Genetic information processing,Mobile and extrachromosomal element functions,Prophage functions,"holin, phage phi LC3 family",TIGR01598,116.2,,PF04531,Phage_holin_1,Bacteriophage holin,no clan defined,no clan defined,96.4,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,2,151221250,A0A0H3K7J9,YP_001332072,,NWMN_1038 > NWMN_1039 (MicrobesOnline),
NWMN_1039,NWMN_RS05880,SAUPAN001706000,-,CDS,NWMN_1039,,phage amidase,chromosome,+,1139902,1141347,1446,unknown,5330643,YP_001332073,3706590,phage amidase,481,8.78887,54045.7,-0.471518,,,,,,,,PF08460,SH3_5,Bacterial SH3 domain,CL0010,SH3,92.9,,Extracellular,Extracellular,Intracellular,no predicted signal peptide,0,151221251,A0A0H3K875,YP_001332073,,NWMN_1038 > NWMN_1039 (MicrobesOnline),
NWMN_1040,NWMN_RS05885,SAUPAN003358000,isdB,CDS,isdB,,iron-regulated heme-iron binding protein IsdB,chromosome,-,1142080,1144017,1938,unknown,5330644,YP_001332074,3706591,iron-regulated heme-iron binding protein IsdB,645,9.6043,72191.7,-0.943101,,,,heme uptake protein IsdB,TIGR03657,1483.3,"Iron acquisition and metabolism / ""Iron acquisition and metabolism - no subcategory"" / ""Heme, hemin uptake and utilization systems in GramPositives"" / ""Cell surface receptor IsdB for hemoglobin and hemoglobin-haptoglobin complexes""",PF20861,Isd_H_B_linker,"Iron-regulated surface determinant protein H/B, linker domain",no clan defined,no clan defined,126.3,,Cellwall,Cell wall & surface,LPxTG Cell-wall anchored,signal peptide predicted,1,151221252,A6QG30,YP_001332074,,no polycistronic organisation predicted,
NWMN_1041,NWMN_RS05890,SAUPAN003359000,isdA,CDS,isdA,,iron-regulated heme-iron binding protein IsdA,chromosome,-,1144220,1145272,1053,unknown,5332052,YP_001332075,3706592,iron-regulated heme-iron binding protein IsdA,350,10.2642,38745.2,-0.817714,,,,heme uptake protein IsdC,TIGR03656,60.1,"Cell Wall and Capsule / ""Gram-Positive cell wall components"" / ""Sortase"" / ""Cell surface protein IsdA, transfers heme from hemoglobin to apo-IsdC""; ""Iron acquisition and metabolism"" / ""Iron acquisition and metabolism - no subcategory"" / ""Heme, hemin uptake and utilization systems in GramPositives"" / ""Cell surface protein IsdA, transfers heme from hemoglobin to apo-IsdC""",PF05031,NEAT,Iron Transport-associated domain ,CL0159,E-set,103.3,,Cellwall,Cell wall & surface,LPxTG Cell-wall anchored,signal peptide predicted,1,151221253,A6QG31,YP_001332075,,no polycistronic organisation predicted,
NWMN_1042,NWMN_RS05895,SAUPAN003360000,isdC,CDS,isdC,,iron-regulated cell surface protein,chromosome,+,1145481,1146164,684,unknown,5332051,YP_001332076,3706593,iron-regulated cell surface protein,227,9.42324,24854.6,-0.564317,,,,heme uptake protein IsdC,TIGR03656,320.3,"Iron acquisition and metabolism / ""Iron acquisition and metabolism - no subcategory"" / ""Heme, hemin uptake and utilization systems in GramPositives"" / ""NPQTN cell wall anchored protein IsdC""",PF05031,NEAT,Iron Transport-associated domain ,CL0159,E-set,102.5,,no significant prediction,Cytoplasmic Membrane,LPxTG Cell-wall anchored,signal peptide predicted,2,151221254,A6QG32,YP_001332076,,NWMN_1042 > NWMN_1043 > NWMN_1044 > NWMN_1045 > NWMN_1046 > NWMN_1047 (experimental),
NWMN_1043,NWMN_RS05900,SAUPAN003362000,isdD,CDS,isdD,,hypothetical protein,chromosome,+,1146164,1147240,1077,unknown,5332053,YP_001332077,3706594,hypothetical protein,358,9.51057,41347.8,-0.992458,,,,,,,"Iron acquisition and metabolism / ""Iron acquisition and metabolism - no subcategory"" / ""Heme, hemin uptake and utilization systems in GramPositives"" / ""Heme transporter IsdDEF, membrane component IsdD""",,,,,,,,no significant prediction,Cytoplasmic Membrane,C-terminally anchored (with CS),signal peptide predicted,2,151221255,A0A0H3KC91,YP_001332077,,NWMN_1042 > NWMN_1043 > NWMN_1044 > NWMN_1045 > NWMN_1046 > NWMN_1047 (experimental),
NWMN_1044,NWMN_RS05905,SAUPAN003363000,isdE,CDS,isdE,,iron compound ABC transporter,chromosome,+,1147237,1148115,879,unknown,5332054,YP_001332078,3706595,iron compound ABC transporter,292,9.91166,33270.5,-0.440753,,,,"heme ABC transporter, heme-binding protein isdE",TIGR03659,411.6,"Iron acquisition and metabolism / ""Iron acquisition and metabolism - no subcategory"" / ""Heme, hemin uptake and utilization systems in GramPositives"" / ""Heme transporter IsdDEF, lipoprotein IsdE""",PF01497,Peripla_BP_2,Periplasmic binding protein,CL0043,Chelatase,144.4,,Cytoplasmic,Cytoplasmic Membrane,N-terminally anchored (No CS),signal peptide predicted,0,151221256,A6QG34,YP_001332078,,NWMN_1042 > NWMN_1043 > NWMN_1044 > NWMN_1045 > NWMN_1046 > NWMN_1047 (experimental),
NWMN_1045,NWMN_RS05910,SAUPAN003364000,isdF,CDS,isdF,,iron/heme permease,chromosome,+,1148125,1149093,969,unknown,5332055,YP_001332079,3706596,iron/heme permease,322,10.3065,35174.8,1.10248,,,,"proposed F420-0 ABC transporter, permease protein",TIGR03869,124.9,"Iron acquisition and metabolism / ""Iron acquisition and metabolism - no subcategory"" / ""Heme, hemin uptake and utilization systems in GramPositives"" / ""Heme transporter IsdDEF, permease component IsdF""",PF01032,FecCD,FecCD transport family,CL0142,Membrane_trans,246.6,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,8,151221257,A6QG35,YP_001332079,,NWMN_1042 > NWMN_1043 > NWMN_1044 > NWMN_1045 > NWMN_1046 > NWMN_1047 (experimental),
NWMN_1046,NWMN_RS05915,SAUPAN003367000,srtB,CDS,srtB,,NPQTN-specific sortase B,chromosome,+,1149155,1149889,735,unknown,5332056,YP_001332080,3706597,NPQTN-specific sortase B,244,9.23648,29163.2,-0.582787,Cell structure; Genetic information processing,Cell envelope; Protein fate,Other; Protein and peptide secretion and trafficking,"sortase, SrtB family",TIGR03064,304.4,"Cell Wall and Capsule / ""Gram-Positive cell wall components"" / ""Sortase"" / ""NPQTN specific sortase B""; ""Iron acquisition and metabolism"" / ""Iron acquisition and metabolism - no subcategory"" / ""Heme, hemin uptake and utilization systems in GramPositives"" / ""NPQTN specific sortase B""",PF04203,Sortase,Sortase domain,no clan defined,no clan defined,67.1,,no significant prediction,Cytoplasmic Membrane,N-terminally anchored (No CS),no predicted signal peptide,1,151221258,A0A0H3K844,YP_001332080,,NWMN_1042 > NWMN_1043 > NWMN_1044 > NWMN_1045 > NWMN_1046 > NWMN_1047 (experimental),
NWMN_1047,NWMN_RS05920,SAUPAN003368000,isdG,CDS,isdG,,heme-degrading monooxygenase IsdG,chromosome,+,1149908,1150231,324,unknown,5332506,YP_001332081,3706598,heme-degrading monooxygenase IsdG,107,6.80692,12546.2,-0.566355,Metabolism,Amino acid biosynthesis,Aspartate family,homoserine O-succinyltransferase,TIGR01001,15.8,"Iron acquisition and metabolism / ""Iron acquisition and metabolism - no subcategory"" / ""Heme, hemin uptake and utilization systems in GramPositives"" / ""Heme-degrading cytoplasmic oxygenase IsdG""",PF03992,ABM,Antibiotic biosynthesis monooxygenase,CL0032,Dim_A_B_barrel,52.9,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221259,A6QG37,YP_001332081,,NWMN_1042 > NWMN_1043 > NWMN_1044 > NWMN_1045 > NWMN_1046 > NWMN_1047 (experimental),
NWMN_1048,NWMN_RS05930,SAUPAN003372000,-,CDS,NWMN_1048,,SpoU rRNA methylase family protein,chromosome,+,1150615,1151355,741,unknown,5332057,YP_001332082,3706599,SpoU rRNA methylase family protein,246,4.94869,26913.6,-0.0735772,Genetic information processing,Protein synthesis,tRNA and rRNA base modification,"RNA methyltransferase, TrmH family, group 3",TIGR00186,113.2,,PF00588,SpoU_methylase,SpoU rRNA Methylase family,CL0098,SPOUT,127,,no significant prediction,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221260,A0A0H3KFV4,YP_001332082,,no polycistronic organisation predicted,
NWMN_1049,NWMN_RS05935,SAUPAN003374000,pheS,CDS,pheS,,phenylalanyl-tRNA synthetase subunit alpha,chromosome,+,1151736,1152794,1059,unknown,5330645,YP_001332083,3706600,phenylalanyl-tRNA synthetase subunit alpha,352,5.47515,40106.4,-0.540057,Genetic information processing,Protein synthesis,tRNA aminoacylation,"phenylalanine--tRNA ligase, alpha subunit",TIGR00468,380.5,"Protein Metabolism / ""Protein biosynthesis"" / ""tRNA aminoacylation, Phe"" / ""Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)""",PF01409,tRNA-synt_2d,tRNA synthetases class II core domain (F),CL0040,tRNA_synt_II,364.3,NWMN_0162; NWMN_0510; NWMN_0811; NWMN_0959; NWMN_0962; NWMN_1050; NWMN_1166; NWMN_1325; NWMN_1580; NWMN_1587; NWMN_1592; NWMN_1613; NWMN_2119; NWMN_2133; NWMN_2135; NWMN_2150,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221261,A6QG39,YP_001332083,,NWMN_1049 > NWMN_1050 (MicrobesOnline),21166474
NWMN_1050,NWMN_RS05940,SAUPAN003375000,pheT,CDS,pheT,,phenylalanyl-tRNA synthetase subunit beta,chromosome,+,1152794,1155196,2403,unknown,5332267,YP_001332084,3706601,phenylalanyl-tRNA synthetase subunit beta,800,4.4192,88920.1,-0.1925,Genetic information processing,Protein synthesis,tRNA aminoacylation,"phenylalanine--tRNA ligase, beta subunit",TIGR00472,864.9,"Protein Metabolism / ""Protein biosynthesis"" / ""tRNA aminoacylation, Phe"" / ""Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)""",PF17759,tRNA_synthFbeta,Phenylalanyl tRNA synthetase beta chain CLM domain,CL0040,tRNA_synt_II,237.5,NWMN_0509; NWMN_1148; NWMN_1155; NWMN_1433; NWMN_1572; NWMN_1644; NWMN_1937; NWMN_2026; NWMN_2127; NWMN_2135; NWMN_2152,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221262,A0A0H3K7K4,YP_001332084,,NWMN_1049 > NWMN_1050 (MicrobesOnline),21166474
NWMN_1051,NWMN_RS05945,SAUPAN003376000,rnhC,CDS,NWMN_1051,,ribonuclease HIII,chromosome,-,1155367,1156305,939,unknown,5332268,YP_001332085,3706602,ribonuclease HIII,312,9.93953,35054.3,-0.333333,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair",ribonuclease HIII,TIGR00716,230.5,"RNA Metabolism / ""RNA processing and modification"" / ""Ribonuclease H"" / ""Ribonuclease HIII (EC 3.1.26.4)""",PF01351,RNase_HII,Ribonuclease HII,CL0219,RNase_H,163.6,,no significant prediction,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221263,A6QG41,YP_001332085,,no polycistronic organisation predicted,
NWMN_1052,,SAUPAN003378000,-,CDS,NWMN_1052,,hypothetical protein,chromosome,+,1156561,1156632,72,unknown,5330646,YP_001332086,3706603,hypothetical protein,23,7.51994,2650.05,0.295652,,,,,,,,,,,,,,,Extracellular,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221264,A0A0H3K879,YP_001332086,,NWMN_1052 > NWMN_1053 > NWMN_1054 > NWMN_1055 > NWMN_1056 (MicrobesOnline),
NWMN_1053,NWMN_RS05950,SAUPAN003379000,zapA,CDS,NWMN_1053,,hypothetical protein,chromosome,+,1156675,1156941,267,unknown,5330647,YP_001332087,3706604,hypothetical protein,88,9.00732,10280.7,-0.655682,Metabolism,Central intermediary metabolism,Other,methionine adenosyltransferase,TIGR01034,13.5,,PF05164,ZapA,Cell division protein ZapA,no clan defined,no clan defined,60.5,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221265,A0A0H3KC94,YP_001332087,,NWMN_1052 > NWMN_1053 > NWMN_1054 > NWMN_1055 > NWMN_1056 (MicrobesOnline),
NWMN_1054,NWMN_RS05955,SAUPAN003380000,-,CDS,NWMN_1054,,hypothetical protein,chromosome,+,1156942,1157463,522,unknown,5330648,YP_001332088,3706605,hypothetical protein,173,9.79537,20286.4,1.12023,,,,,,,"Virulence, Disease and Defense / ""Bacteriocins, ribosomally synthesized antibacterial peptides"" / ""Colicin V and Bacteriocin Production Cluster"" / ""Colicin V production protein""",PF02674,Colicin_V,Colicin V production protein,CL0292,LysE,91.3,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,4,151221266,A0A0H3K847,YP_001332088,,NWMN_1052 > NWMN_1053 > NWMN_1054 > NWMN_1055 > NWMN_1056 (MicrobesOnline),
NWMN_1055,NWMN_RS05960,SAUPAN003381000,polX,CDS,rpoD,,hypothetical protein,chromosome,+,1157536,1159248,1713,unknown,5330649,YP_001332089,3706606,hypothetical protein,570,5.01717,64869.8,-0.51807,,,,"histidinol phosphate phosphatase, HisJ family",TIGR01856,37.9,"CBSS-198094.1.peg.4426 / ""DNA polymerase X family""",PF14716,HHH_8,Helix-hairpin-helix domain,CL0198,HHH,74.8,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221267,A0A0H3KFV8,YP_001332089,,NWMN_1052 > NWMN_1053 > NWMN_1054 > NWMN_1055 > NWMN_1056 (MicrobesOnline),
NWMN_1056,NWMN_RS05965,SAUPAN003382000,mutS2,CDS,mutS2,,recombination and DNA strand exchange inhibitor protein,chromosome,+,1159258,1161606,2349,unknown,5332402,YP_001332090,3706607,recombination and DNA strand exchange inhibitor protein,782,6.14125,88660.6,-0.469437,Genetic information processing,DNA metabolism,Other,MutS2 family protein,TIGR01069,784.5,"DNA Metabolism / ""DNA repair"" / ""DNA repair, bacterial MutL-MutS system"" / ""Recombination inhibitory protein MutS2""",PF00488,MutS_V,MutS domain V,CL0023,P-loop_NTPase,121.6,NWMN_0162; NWMN_0500; NWMN_0510; NWMN_0641; NWMN_0811; NWMN_0839; NWMN_0959; NWMN_1096; NWMN_1166; NWMN_1325; NWMN_1580; NWMN_1587; NWMN_1592; NWMN_1604; NWMN_1680; NWMN_1837; NWMN_1838; NWMN_2028; NWMN_2135; NWMN_2146; NWMN_2147; NWMN_2150,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221268,A6QG46,YP_001332090,,NWMN_1052 > NWMN_1053 > NWMN_1054 > NWMN_1055 > NWMN_1056 (MicrobesOnline),21166474
NWMN_1057,NWMN_RS05970,SAUPAN003383000,trxA,CDS,trxA,,thioredoxin,chromosome,+,1161779,1162093,315,unknown,5332185,YP_001332091,3706608,thioredoxin,104,4.14487,11440.1,0.0288462,Metabolism,Energy metabolism,Electron transport,thioredoxin,TIGR01068,132.2,"Prolyl-tRNA synthetase associated editing enzymes / ""Thioredoxin""",PF00085,Thioredoxin,Thioredoxin,CL0172,Thioredoxin,115.4,NWMN_0162; NWMN_0459; NWMN_0500; NWMN_0501; NWMN_0505; NWMN_0509; NWMN_0510; NWMN_0641; NWMN_0741; NWMN_0745; NWMN_0811; NWMN_0839; NWMN_0962; NWMN_1151; NWMN_1166; NWMN_1178; NWMN_1483; NWMN_1549; NWMN_1572; NWMN_1592; NWMN_2040; NWMN_2119; NWMN_2125; NWMN_2135; NWMN_2137; NWMN_2140; NWMN_2143; NWMN_2146; NWMN_2147; NWMN_2149; NWMN_2150,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221269,A0A0H3K7L0,YP_001332091,,no polycistronic organisation predicted,21166474
NWMN_1058,NWMN_RS05980,SAUPAN003385000,uvrC,CDS,uvrC,,excinuclease ABC subunit C,chromosome,+,1162417,1164198,1782,unknown,5332571,YP_001332092,3706609,excinuclease ABC subunit C,593,9.78595,68670.9,-0.577234,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair",excinuclease ABC subunit C,TIGR00194,660.4,"DNA Metabolism / ""DNA repair"" / ""DNA repair, UvrABC system"" / ""Excinuclease ABC subunit C""",PF08459,UvrC_RNaseH_dom,UvrC RNAse H endonuclease domain,CL0219,RNase_H,185.6,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221270,A6QG48,YP_001332092,,no polycistronic organisation predicted,
NWMN_1059,,SAUPAN003386000,-,CDS,NWMN_1059,,hypothetical protein,chromosome,+,1164304,1164453,150,unknown,5332590,YP_001332093,3706610,hypothetical protein,49,10.1513,5867.28,0.885714,,,,,,,,,,,,,,,Cytoplasmic Membrane,Cytoplasmic,N-terminally anchored (No CS),no predicted signal peptide,1,151221271,A0A0H3K882,YP_001332093,,no polycistronic organisation predicted,
NWMN_1060,NWMN_RS05985,SAUPAN003387000,sdhC,CDS,sdhC,,succinate dehydrogenase cytochrome b558 subunit,chromosome,+,1164522,1165136,615,unknown,5330650,YP_001332094,3706611,succinate dehydrogenase cytochrome b558 subunit,204,9.57454,23598.8,0.720588,Metabolism,Energy metabolism,TCA cycle,"succinate dehydrogenase (or fumarate reductase) cytochrome b subunit, b558 family",TIGR02046,143.1,"Respiration / ""Electron donating reactions"" / ""Succinate dehydrogenase"" / ""Succinate dehydrogenase cytochrome b558 subunit""",PF01127,Sdh_cyt,Succinate dehydrogenase/Fumarate reductase transmembrane subunit,CL0335,FumRed-TM,47.9,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,5,151221272,A0A0H3KC98,YP_001332094,,NWMN_1060 > NWMN_1061 > NWMN_1062 (MicrobesOnline),
NWMN_1061,NWMN_RS05990,SAUPAN003388000,sdhA,CDS,sdhA,,succinate dehydrogenase flavoprotein subunit,chromosome,+,1165188,1166954,1767,unknown,5332461,YP_001332095,3706612,succinate dehydrogenase flavoprotein subunit,588,5.3235,65502.6,-0.398129,Metabolism,Energy metabolism,TCA cycle,"succinate dehydrogenase or fumarate reductase, flavoprotein subunit",TIGR01811,970.9,"Carbohydrates / ""Central carbohydrate metabolism"" / ""TCA Cycle"" / ""Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)""; ""Carbohydrates"" / ""One-carbon Metabolism"" / ""Serine-glyoxylate cycle"" / ""Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)""; ""Respiration"" / ""Electron donating reactions"" / ""Succinate dehydrogenase"" / ""Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)""",PF00890,FAD_binding_2,FAD binding domain,CL0063,NADP_Rossmann,286.3,,Cytoplasmic,Cytoplasmic Membrane,N-terminally anchored (No CS),signal peptide predicted,0,151221273,A0A0H3K851,YP_001332095,,NWMN_1060 > NWMN_1061 > NWMN_1062 (MicrobesOnline),
NWMN_1062,NWMN_RS05995,SAUPAN003389000,sdhB,CDS,sdhB,,succinate dehydrogenase iron-sulfur subunit,chromosome,+,1166954,1167769,816,unknown,5332457,YP_001332096,3706613,succinate dehydrogenase iron-sulfur subunit,271,7.99685,30583.1,-0.501845,Metabolism,Energy metabolism,Aerobic; Anaerobic; TCA cycle,succinate dehydrogenase and fumarate reductase iron-sulfur protein,TIGR00384,137.1,"Carbohydrates / ""Central carbohydrate metabolism"" / ""TCA Cycle"" / ""Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)""; ""Carbohydrates"" / ""One-carbon Metabolism"" / ""Serine-glyoxylate cycle"" / ""Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)""; ""Respiration"" / ""Electron donating reactions"" / ""Succinate dehydrogenase"" / ""Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)""",PF13085,Fer2_3,2Fe-2S iron-sulfur cluster binding domain,CL0486,Fer2,100.3,,Cytoplasmic,Cytoplasmic Membrane,Intracellular,no predicted signal peptide,0,151221274,A0A0H3KFW0,YP_001332096,,NWMN_1060 > NWMN_1061 > NWMN_1062 (MicrobesOnline),
NWMN_1063,NWMN_RS06000,SAUPAN003390000,murI,CDS,NWMN_1063,racE,glutamate racemase,chromosome,+,1168005,1168805,801,unknown,5332459,YP_001332097,3706614,glutamate racemase,266,7.63246,29698,-0.120301,Cell structure,Cell envelope,Biosynthesis and degradation of murein sacculus and peptidoglycan,glutamate racemase,TIGR00067,271.7,"Amino Acids and Derivatives / ""Glutamine, glutamate, aspartate, asparagine; ammonia assimilation"" / ""Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis"" / ""Glutamate racemase (EC 5.1.1.3)""; ""Cell Wall and Capsule"" / ""Cell Wall and Capsule - no subcategory"" / ""Peptidoglycan Biosynthesis"" / ""Glutamate racemase (EC 5.1.1.3)""",PF01177,Asp_Glu_race,Asp/Glu/Hydantoin racemase,CL0399,Asp-glut_race,80,,no significant prediction,Cytoplasmic,Intracellular,no predicted signal peptide,0,151221275,A6QG53,YP_001332097,,NWMN_1063 > NWMN_1064 > NWMN_1065 (MicrobesOnline),
